x_data,y_data
8.050553606992692e-06,0.9842983484268188
8.061168736928797e-06,0.9863066077232361
8.072794382582907e-06,0.9883230924606323
8.085430421503087e-06,0.9775261878967285
8.09907672059493e-06,0.974678635597229
8.113733136123175e-06,0.9765271544456482
8.129399513712995e-06,0.9681975841522217
8.146075688351717e-06,0.9750845432281494
8.16376148439065e-06,0.972393274307251
8.182456715546672e-06,0.9760810732841492
8.202161184904576e-06,0.9827682971954346
8.222874684918764e-06,0.9798782467842102
8.244596997415666e-06,0.987129807472229
8.267327893596017e-06,0.9884955883026123
8.291067134037105e-06,0.9756947159767151
8.315814468695589e-06,0.9728631377220154
8.341569636909779e-06,0.972338855266571
8.368332367402669e-06,0.9677957892417908
8.396102378284648e-06,0.9649935960769653
8.424879377056483e-06,0.960327684879303
8.454663060612435e-06,0.9634268283843994
8.485453115243484e-06,0.9664892554283142
8.517249216640529e-06,0.9711885452270508
8.550051029897855e-06,0.971581220626831
8.583858209516767e-06,0.9729969501495361
8.618670399408978e-06,0.9690924286842346
8.654487232900648e-06,0.9682090282440186
8.69130833273604e-06,0.9659844636917114
8.729133311081538e-06,0.9639629125595093
8.767961769529868e-06,0.960878849029541
8.807793299104032e-06,0.9644851088523865
8.84862748026189e-06,0.9626272916793823
8.89046388290044e-06,0.9663715362548828
8.933302066360292e-06,0.9589136838912964
8.977141579430463e-06,0.957517683506012
9.02198196035299e-06,0.959211528301239
9.067822736827857e-06,0.959679901599884
9.114663426018014e-06,0.96292644739151
9.16250353455439e-06,0.967904269695282
9.211342558541094e-06,0.9660497307777405
9.261179983560762e-06,0.9673675298690796
9.312015284679916e-06,0.9663925766944885
9.363847926454607e-06,0.971792459487915
9.416677362935916e-06,0.9717578887939453
9.470503037675753e-06,0.9729434847831726
9.525324383732875e-06,0.9755099415779114
9.581140823678499e-06,0.967827558517456
9.637951769602776e-06,0.9666783809661865
9.695756623120705e-06,0.9692779779434204
9.754554775378606e-06,0.972165048122406
9.814345607060438e-06,0.9705531597137451
9.875128488394359e-06,0.9666322469711304
9.936902779159311e-06,0.9717187881469727
9.99966782869188e-06,0.9728975296020508
1.006342297589296e-05,0.9736414551734924
1.0128167549234993e-05,0.9756988286972046
1.019390086676869e-05,0.9780716300010681
1.026062223613054e-05,0.9805795550346375
1.0328330954549912e-05,0.9814953804016113
1.0397026308856503e-05,0.9790090918540955
1.0466707575487884e-05,0.9783192873001099
1.0537374020497053e-05,0.9774860739707947
1.0609024899560271e-05,0.9799202680587769
1.0681659457984735e-05,0.9802895188331604
1.0755276930716763e-05,0.9831392168998718
1.0829876542349623e-05,0.9825795888900757
1.090545750713178e-05,0.9773726463317871
1.098201902897532e-05,0.9787619113922119
1.1059560301463975e-05,0.9773545861244202
1.1138080507862124e-05,0.974418044090271
1.1217578821122866e-05,0.9751251339912415
1.1298054403897131e-05,0.9758535027503967
1.1379506408542298e-05,0.9768471717834473
1.1461933977131221e-05,0.9800254106521606
1.1545336241461146e-05,0.9786325097084045
1.1629712323063009e-05,0.9783772230148315
1.1715061333210543e-05,0.9780475497245789
1.1801382372929737e-05,0.9816604256629944
1.1888674533008244e-05,0.9827374815940857
1.197693689400508e-05,0.9863322973251343
1.2066168526260088e-05,0.9857363104820251
1.2156368489903938e-05,0.9862241744995117
1.2247535834867965e-05,0.9865851402282715
1.2339669600894065e-05,0.9848724603652954
1.2432768817544965e-05,0.9861330986022949
1.2526832504214364e-05,0.9865209460258484
1.2621859670137336e-05,0.9902744293212891
1.2717849314400608e-05,0.9895690679550171
1.2814800425953263e-05,0.9848828315734863
1.2912711983617314e-05,0.9841939210891724
1.3011582956098488e-05,0.9825683832168579
1.3111412301997126e-05,0.9819660186767578
1.3212198969818941e-05,0.9806956648826599
1.3313941897986404e-05,0.980561375617981
1.341664001484972e-05,0.9787850975990295
1.3520292238698213e-05,0.9784162044525146
1.3624897477771601e-05,0.9818759560585022
1.3730454630271654e-05,0.9820029735565186
1.3836962584373627e-05,0.9834432005882263
1.3944420218238137e-05,0.9821745157241821
1.405282640002287e-05,0.9790157079696655
1.4162179987894588e-05,0.9770739078521729
1.4272479830041004e-05,0.9754926562309265
1.4383724764683057e-05,0.9735351204872131
1.4495913620087166e-05,0.973931074142456
1.460904521457748e-05,0.9746198654174805
1.4723118356548264e-05,0.9756683707237244
1.4838131844476643e-05,0.9745162129402161
1.4954084466935175e-05,0.9739600419998169
1.5070975002604508e-05,0.9739561676979065
1.5188802220286366e-05,0.9756902456283569
1.5307564878916477e-05,0.9775282144546509
1.542726172757764e-05,0.9765756130218506
1.5547891505513e-05,0.9759053587913513
1.5669452942139038e-05,0.9737332463264465
1.579194475705934e-05,0.9723410606384277
1.591536566007779e-05,0.9728689789772034
1.6039714351212298e-05,0.9721750020980835
1.61649895207085e-05,0.9742807149887085
1.6291189849053426e-05,0.9723461866378784
1.6418314006989577e-05,0.9703041911125183
1.654636065552873e-05,0.9700348377227783
1.6675328445966238e-05,0.9712111353874207
1.6805216019895113e-05,0.9741916656494141
1.693602200922032e-05,0.9765862226486206
1.7067745036173303e-05,0.9740558862686157
1.7200383713326397e-05,0.973136842250824
1.733393664360742e-05,0.9729491472244263
1.7468402420314522e-05,0.9723129272460938
1.760377962713088e-05,0.9734278917312622
1.7740066838139654e-05,0.9695165157318115
