x_data_plot1,y_data_plot1,x_data_plot2,y_data_plot2
294,0.064314544,,
295,0.063988894,,
296,0.06329062,,
297,0.06297482,,
298,0.0624216,,
299,0.06191727,,
300,0.062311728,,
301,0.061761085,,
302,0.062318858,,
303,0.06182732,,
304,0.061407506,,
305,0.061198335,,
306,0.06081596,,
307,0.06046903,,
308,0.060905028,,
309,0.060451414,,
310,0.060636796,,
311,0.0603574,,
312,0.059871614,,
313,0.059871998,,
314,0.061855976,,
315,0.061389152,,
316,0.06133422,,
317,0.061644185,,
318,0.061078962,,
319,0.061749224,,
320,0.061691877,,
321,0.061200924,,
322,0.06062932,,
323,0.062086802,,
324,0.062049128,,
325,0.061654635,,
326,0.061962053,,
327,0.06133943,,
328,0.061971746,,
329,0.061575342,,
330,0.061503984,,
331,0.061238352,,
332,0.060703415,,
333,0.060457103,,
334,0.060259882,,
335,0.059850406,,
336,0.06023773,,
337,0.05999304,,
338,0.059569005,,
339,0.06002013,,
340,0.059912425,,
341,0.06101948,,
342,0.061223164,,
343,0.060852103,,
344,0.06111821,,
345,0.06077516,,
346,0.059917018,,
347,0.05916213,,
348,0.059218585,,
349,0.059120983,,
350,0.05921461,,
351,0.060192488,,
352,0.05946807,,
353,0.0595419,,
354,0.059635997,,
355,0.059876923,,
356,0.059702527,,
357,0.05936527,,
358,0.059603345,,
359,0.059422985,,
360,0.059521165,,
361,0.059431825,,
362,0.059425425,,
363,0.05910081,,
364,0.05880475,,
365,0.058242228,,
366,0.057842474,,
367,0.057431027,,
368,0.056742243,,
369,0.056577306,,
370,0.056340735,,
371,0.05571318,,
372,0.055422988,,
373,0.054976407,,
374,0.0544329,,
375,0.053868093,,
376,0.05370796,,
377,0.053256102,,
378,0.052641146,,
379,0.05277894,,
380,0.05249512,,
381,0.05226538,,
382,0.051579047,,
383,0.051873464,,
384,0.05130644,,
385,0.051091228,,
386,0.050472844,,
387,0.051031288,,
388,0.050458193,,
389,0.049946472,,
390,0.049721867,,
391,0.049694695,,
392,0.049608145,,
393,0.049411114,,
394,0.04929662,,
395,0.04950079,,
396,0.049394134,,
397,0.048889082,,
398,0.04852095,,
399,0.04834243,,
400,0.04808051,,
401,0.047696896,,
402,0.047431465,,
403,0.04721553,,
404,0.047031734,,
405,0.046683833,,
406,0.046242997,,
407,0.04577487,,
408,0.045296174,,
409,0.04477097,,
410,0.044449784,,
411,0.044458687,,
412,0.044640567,,
413,0.04465312,,
414,0.044292096,,
415,0.043945853,,
416,0.043793216,,
417,0.043500554,,
418,0.043200336,,
419,0.04272505,,
420,0.042250846,,
421,0.042092096,,
422,0.041827664,,
423,0.041500922,,
424,0.041939177,,
425,0.041956134,,
426,0.042348213,,
427,0.04200964,,
428,0.041926056,,
429,0.0416527,,
