x_data,y_data
1.106459658884438e-05,3.0996882915496826
1.1703993918827618e-05,3.0961625576019287
1.2402631385595317e-05,3.076733112335205
1.316006056910365e-05,3.0776939392089844
1.3975795313880265e-05,3.0791170597076416
1.4849312041062822e-05,3.0779218673706055
1.5780050084457863e-05,3.078132390975952
1.676741205040402e-05,3.0719008445739746
1.7810764201208818e-05,3.076425552368164
1.8909436861912806e-05,3.076199531555176
2.0062724850120138e-05,3.07893443107605
2.126988792861925e-05,3.088210105895996
2.25301512805039e-05,3.092376232147217
2.3842706006488887e-05,3.09527850151062
2.5206709644101487e-05,3.0957651138305664
2.66212867084155e-05,3.0967259407043457
2.808552925398096e-05,3.0980401039123535
2.9598497457587964e-05,3.106220245361328
3.115922022149209e-05,3.101303815841675
3.2766695796712555e-05,3.1005852222442627
3.4419892426004484e-05,3.092562675476074
3.611774900609145e-05,3.1088829040527344
3.78591757687341e-05,3.110020637512207
3.9643054980197275e-05,3.107668876647949
4.1468241658666646e-05,3.1067142486572266
4.333356430915485e-05,3.1075470447540283
4.523782567542438e-05,3.1062002182006836
4.717980350844636e-05,3.1025595664978027
4.9158251350899966e-05,3.105262041091919
5.1171899337210445e-05,3.110983371734619
5.321945500861162e-05,3.10695481300354
5.529960414270971e-05,3.1108267307281494
5.741101159701623e-05,3.109466075897217
5.955232216590844e-05,3.1056997776031494
6.172216145046712e-05,3.1051676273345947
6.391913674063396e-05,3.10231614112854
6.614183790912143e-05,3.102452516555786
6.83888383165023e-05,3.100480318069458
7.065869572689729e-05,3.09721040725708
7.294995323367317e-05,3.100891351699829
7.526114019455765e-05,3.1012866497039795
7.759077317557014e-05,3.095191240310669
7.993735690316286e-05,3.097771167755127
8.229938522396147e-05,3.097687244415283
8.467534207148866e-05,3.0965688228607178
8.70637024392504e-05,3.090059280395508
8.946293335956067e-05,3.0929741859436035
9.18714948874756e-05,3.101020336151123
9.428784108920654e-05,3.103849411010742
9.67104210343764e-05,3.104048252105713
9.913767979148361e-05,3.1072213649749756
0.000101568059425934,3.1120529174804688
0.00010400000000000003,3.1096396446228027
0.00010643194057406606,3.1122658252716064
0.00010886232020851644,3.1108388900756836
0.00011128957896562366,3.1138904094696045
0.00011371215891079351,3.1071314811706543
0.00011612850511252442,3.1054036617279053
0.00011853706664043938,3.10343861579895
0.00012093629756074962,3.108985662460327
0.00012332465792851144,3.1115968227386475
0.00012570061477603858,3.1055595874786377
0.00012806264309683722,3.109027862548828
0.00013040922682442996,3.1176657676696777
0.00013273885980544242,3.1124653816223145
0.0001350500467663269,3.1124119758605957
0.00013734130427310278,3.1070518493652344
0.00013961116168349774,3.1021311283111572
0.0001418581620908786,3.111330270767212
0.00014408086325936608,3.1099324226379395
0.00014627783854953295,3.1090173721313477
0.00014844767783409165,3.1031434535980225
0.0001505889884029838,3.1039085388183594
0.00015270039585729033,3.106858015060425
0.00015478054499138842,3.1072468757629395
0.00015682810066278962,3.102027654647827
0.00015884174864910013,3.1006429195404053
0.0001608201964915537,3.1033031940460205
0.0001627621743245757,3.1096158027648926
0.00016466643569084522,3.1010875701904297
0.00016653175834133337,3.0967962741851807
0.0001683569450198028,3.0943856239318848
0.00017014082423126597,3.100133180618286
0.00017188225099390862,3.099825620651245
0.00017358010757399556,3.0988259315490723
0.00017523330420328746,3.0980677604675293
0.00017684077977850798,3.0948333740234375
0.0001784015025424121,3.097943067550659
0.0001799144707460191,3.096605062484741
0.0001813787132915845,3.0917046070098877
0.00018279329035589855,3.0933468341827393
0.00018415729399351115,3.092264413833618
0.00018546984871949617,3.0949418544769287
0.00018673011207138082,3.0944199562072754
0.00018793727514987993,3.0907487869262695
0.00018909056313808724,3.0945544242858887
0.00019018923579879125,3.092971086502075
0.00019123258794959605,3.0905685424804688
0.0001922199499155422,3.086127519607544
0.00019315068795893722,3.083078384399414
0.00019402420468611978,3.0834999084472656
0.0001948399394308964,3.085134506225586
0.00019559736861440475,3.0830302238464355
0.00019629600608117245,3.08369779586792
0.00019693540341115566,3.083230972290039
0.00019751515020755722,3.0859534740448
0.00019803487436023952,3.0882866382598877
